	masa A				
t	x	y	θr	ω	
5,400	-0,167	-0,216	-127,8	-95,6
5,433	-0,179	-0,207	-130,9	-75,8
5,467	-0,187	-0,202	-132,8	-33,6
5,500	-0,188	-0,200	-133,2	10,5
5,533	-0,184	-0,204	-132,1	47,8
5,567	-0,177	-0,211	-130,0	80,4
5,600	-0,165	-0,221	-126,8	121,2
5,633	-0,145	-0,233	-121,9	150,0
5,667	-0,124	-0,245	-116,8	171,5
5,700	-9,568E-2	-0,256	-110,5	186,5
5,733	-6,792E-2	-0,266	-104,3	195,8
5,767	-3,538E-2	-0,272	-97,42	209,3
5,800	-1,799E-3	-0,273	-90,38	207,8
5,833	3,049E-2	-0,271	-83,57	216,7
5,867	6,620E-2	-0,264	-75,93	206,6
5,900	9,341E-2	-0,254	-69,80	194,3
5,933	0,124	-0,242	-62,98	184,4
5,967	0,146	-0,230	-57,50	144,0
6,000	0,162	-0,218	-53,37	104,4
6,033	0,171	-0,208	-50,55	73,6
6,067	0,179	-0,202	-48,47	
